ID,Name,Address,Type,PreferredGoods
DK3743975564,Julie Henrik Toft,"Søndergade 9, 2000 Frederiksberg",Individual,No preference
DK5729910665,Stine August Bech,"Stationsvej 121, 2000 Frederiksberg",Individual,No preference
DK1303754004,Anders Alexander Madsen,"Lindevej 29, 8800 Viborg",Individual,No preference
DK7959658977,Mathias Jørgen Knudsen,"Platanvej 51, 2670 Greve",Individual,No preference
DK3033278918,Søren William Laursen,"Engvej 16, 4100 Ringsted",Individual,No preference
DK1553040088,Louise Louise Jespersen,"Strandvejen 126, 6000 Kolding",Individual,No preference
DK9471675857,Jesper Karen Madsen,"Kløvervej 121, 4300 Holbæk",Individual,No preference
DK4569955826,Bente Marianne Lauritsen,"Dalvej 118, 2635 Ishøj",Individual,No preference
DK8439267399,Anne Emil Svendsen,"Strandvejen 71, 2800 Lyngby",Individual,No preference
DK4995115141,Helle Christian Mikkelsen,"Fasanvej 26, 2620 Albertslund",Individual,No preference
DK6055318806,Simon Jacobsen,"Bakkevej 9, 5700 Svendborg",Individual,No preference
DK8617360361,Rasmus Jesper Damgaard,"Skovvej 91, 3660 Stenløse",Individual,No preference
DK4414061436,Anne Rasmus Henriksen,"Engvej 91, 4000 Roskilde",Individual,No preference
DK2156067809,Martin Rikke Rasmussen,"Birkevej 130, 6100 Haderslev",Individual,No preference
DK8779921135,Andreas Aksel Bruun,"Hasselvej 148, 2600 Glostrup",Individual,No preference
DK6827758031,Mathias Martin Krogh,"Dronningensgade 95, 8600 Silkeborg",Individual,No preference
DK1670426325,Thomas Martin Villadsen,"Skolevej 98, 4700 Næstved",Individual,No preference
DK2303848283,Julie Lasse Christiansen,"Rosenvej 57, 5800 Nyborg",Individual,No preference
DK4566802725,Jacob Alexander Mikkelsen,"Kløvervej 87, 2100 København Ø",Individual,No preference
DK9770132477,Helle Johannes Dahl,"Storegade 39, 2820 Gentofte",Individual,No preference
DK9006224548,Louise Josephine Andreasen,"Bredgade 125, 4800 Nykøbing F",Individual,No preference
DK9085303196,Christina Alexander Berg,"Tulipanvej 47, 4400 Kalundborg",Individual,No preference
DK3742746204,Henrik Mikkel Mathiasen,"Mosevej 120, 4100 Ringsted",Individual,No preference
DK6619138852,Signe Larsen,"Skolevej 122, 3500 Værløse",Individual,No preference
DK6097953682,Jonas Villum Petersen,"Ringvejen 79, 6700 Esbjerg",Individual,No preference
DK3097302637,Marianne Mads Jeppesen,"Kirkevej 20, 4400 Kalundborg",Individual,No preference
DK5308701373,Sara Erik Kjær,"Vestergade 127, 5700 Svendborg",Individual,No preference
DK7580494069,Marianne Kirsten Olsen,"Fasanvej 43, 6000 Kolding",Individual,No preference
DK1485574228,Niels Peter Dahl,"Tjørnevej 136, 2820 Gentofte",Individual,No preference
DK2594413644,Julie Kasper Christiansen,"Vibevej 2, 8900 Randers",Individual,No preference
DK2059371626,Trine Helle Kristensen,"Højgade 60, 8600 Silkeborg",Individual,No preference
DK8847994784,Mette Theodor Madsen,"Kastanjevej 118, 3000 Helsingør",Individual,No preference
DK4738627311,Rikke Camilla Ravn,"Bakkevej 149, 2670 Greve",Individual,No preference
DK6717963562,Tina August Kristensen,"Tjørnevej 131, 6700 Esbjerg",Individual,No preference
DK4488257848,Trine Lars Johansen,"Hasselvej 50, 5000 Odense C",Individual,No preference
DK7476496385,Pernille Hanne Simonsen,"Skolevej 72, 4100 Ringsted",Individual,No preference
DK8905744764,Kristian Julie Eriksen,"Åvej 138, 4300 Holbæk",Individual,No preference
DK1736707936,Anne Erik Mogensen,"Granvej 68, 3660 Stenløse",Individual,No preference
DK2869931869,Mads Simon Dalsgaard,"Platanvej 10, 2670 Greve",Individual,No preference
DK3820619867,Ida Andreas Andersen,"Nørremarksvej 126, 7500 Holstebro",Individual,No preference
DK7424419411,Erik Kristine Danielsen,"Engvej 95, 7100 Vejle",Individual,No preference
DK5646880148,Julie Christian Kjeldsen,"Granvej 13, 7000 Fredericia",Individual,No preference
DK3353587188,Jens Karen Danielsen,"Østergade 2, 4000 Roskilde",Individual,No preference
DK4897917668,Jens Magnus Krogh,"Fyrrevej 131, 7000 Fredericia",Individual,No preference
DK1622009556,Martin Frederik Jensen,"Tulipanvej 130, 8200 Aarhus N",Individual,No preference
DK6979890869,Lone Emil Jakobsen,"Sct. Annagade 39, 7500 Holstebro",Individual,No preference
DK5725712173,Niels Thomas Mathiesen,"Søndergade 38, 2100 København Ø",Individual,No preference
DK7670476743,Gitte Kasper Nielsen,"Birkevej 125, 1500 København V",Individual,No preference
DK5315637747,Sara Niels Friis,"Østergade 25, 1500 København V",Individual,No preference
DK1889620495,Christina Julie Toft,"Parkvej 54, 8800 Viborg",Individual,No preference
DK7407130437,Line Emil Simonsen,"Klostervej 97, 6100 Haderslev",Individual,No preference
DK2418407139,Mathias Charlotte Jeppesen,"Dronningensgade 115, 8700 Horsens",Individual,No preference
DK5004358412,Mikkel Cecilie Kjeldsen,"Birkevej 53, 6000 Kolding",Individual,No preference
DK8013703658,Erik Mads Andreasen,"Havnevej 20, 3600 Frederikssund",Individual,No preference
DK5864913957,Andreas Johanne Jeppesen,"Lupinvej 134, 8600 Silkeborg",Individual,No preference
DK4236230221,Julie Susanne Laursen,"Tjørnevej 114, 2800 Lyngby",Individual,No preference
DK3403749684,Mads Tina Iversen,"Hasselvej 7, 1000 København K",Individual,No preference
DK3290435802,Kirsten Otto Bak,"Bellisvej 18, 7800 Skive",Individual,No preference
DK8857247603,Niels Carl Iversen,"Poppelvej 124, 2650 Hvidovre",Individual,No preference
DK9845473273,Trine Victor Petersen,"Lindevej 138, 4400 Kalundborg",Individual,No preference
DK3655081209,Henrik Frederik Johansen,"Jasminvej 58, 8200 Aarhus N",Individual,No preference
DK4636141134,Stine Caroline Villadsen,"Ringvejen 145, 4700 Næstved",Individual,No preference
DK2925967942,Susanne Peter Nissen,"Bellisvej 45, 3660 Stenløse",Individual,No preference
DK6766460881,Lars Pernille Jørgensen,"Jernbanegade 129, 3000 Helsingør",Individual,No preference
DK2280082896,Erik Aksel Andresen,"Lindevej 16, 2670 Greve",Individual,No preference
DK4025937839,Nicolai Ida Larsen,"Søndergade 102, 6100 Haderslev",Individual,No preference
DK1771774810,Peter Charlotte Nielsen,"Vibevej 150, 2670 Greve",Individual,No preference
DK9081840882,Nicolai Søren Olsen,"Birkevej 146, 5000 Odense C",Individual,No preference
DK8173724981,Jens Marianne Østergaard,"Storegade 45, 4600 Køge",Individual,No preference
DK6704828166,Pia Lars Kjær,"Klostervej 19, 9000 Aalborg",Individual,No preference
DK6684731034,Jonas Marie Dalsgaard,"Skolevej 67, 6700 Esbjerg",Individual,No preference
DK1800656591,Camilla Magnus Brandt,"Brogade 110, 4400 Kalundborg",Individual,No preference
DK9460756905,Signe Christina Thomsen,"Ringvejen 65, 2670 Greve",Individual,No preference
DK4133395031,Mads Johanne Jeppesen,"Jasminvej 99, 1500 København V",Individual,No preference
DK8027054018,Maria Michael Laursen,"Fasanvej 86, 8800 Viborg",Individual,No preference
DK7735151139,Frederik Kjær,"Højgade 54, 8800 Viborg",Individual,No preference
DK3716924538,Pia Charlotte Dalsgaard,"Vestergade 7, 3600 Frederikssund",Individual,No preference
DK8509158906,Christian Theodor Jensen,"Ahornvej 9, 6700 Esbjerg",Individual,No preference
DK2866672076,Anders Frederik Andreasen,"Skovvej 42, 6400 Sønderborg",Individual,No preference
DK9953716239,Camilla Christian Lundgaard,"Tulipanvej 131, 5700 Svendborg",Individual,No preference
DK4706462983,Nicolai Anne Nissen,"Hovedgaden 65, 3600 Frederikssund",Individual,No preference
DK8490860098,Ida Villum Madsen,"Brogade 58, 6400 Sønderborg",Individual,No preference
DK4091485752,Niels Alexander Lauridsen,"Dronningensgade 30, 6100 Haderslev",Individual,No preference
DK7234615717,Peter Peter Dalsgaard,"Hovedgaden 105, 2200 København N",Individual,No preference
DK7002190272,Susanne Mads Svendsen,"Industrivej 78, 8600 Silkeborg",Individual,No preference
DK6450914474,Tina Anna Thomsen,"Fasanvej 119, 1000 København K",Individual,No preference
DK9640701016,Andreas Frederikke Bak,"Skovvej 17, 3460 Birkerød",Individual,No preference
DK5602675870,Gitte Lone Østergaard,"Kirkevej 81, 7500 Holstebro",Individual,No preference
DK3355504998,Emil Kasper Jakobsen,"Nørregade 127, 2100 København Ø",Individual,No preference
DK2701514905,Karen Trine Winther,"Søndergade 44, 6000 Kolding",Individual,No preference
DK3659387720,Rasmus Jacob Nielsen,"Bellisvej 120, 2650 Hvidovre",Individual,No preference
DK3348938701,Andreas Kristiansen,"Kongensgade 63, 2820 Gentofte",Individual,No preference
DK3482007078,Jens Jacob Nissen,"Lupinvej 146, 3520 Farum",Individual,No preference
DK5503460465,Martin Søren Jensen,"Hasselvej 129, 3660 Stenløse",Individual,No preference
DK2577640521,Karen Frederik Madsen,"Lavgade 140, 9900 Frederikshavn",Individual,No preference
DK2367255718,Jørgen Helle Berg,"Egevej 145, 3500 Værløse",Individual,No preference
DK2728517958,Pia Emilie Knudsen,"Tjørnevej 86, 4400 Kalundborg",Individual,No preference
DK7148182022,Pernille August Jørgensen,"Algade 131, 3520 Farum",Individual,No preference
DK9371971773,Rasmus Ida Nielsen,"Strandvejen 127, 5700 Svendborg",Individual,No preference
DK9347726341,Peter Lasse Lauritsen,"Lupinvej 57, 1500 København V",Individual,No preference
DK5507464649,Lone Emilie Rasmussen,"Havnevej 15, 5800 Nyborg",Individual,No preference
DK4277758858,Helle Trine Nielsen,"Skovvej 119, 2800 Lyngby",Individual,No preference
DK6031017972,Erik Peter Henriksen,"Bredgade 106, 2635 Ishøj",Individual,No preference
DK2221681350,Line Josephine Christensen,"Bellisvej 69, 2630 Taastrup",Individual,No preference
DK5258488042,Trine Josephine Frederiksen,"Tulipanvej 9, 2820 Gentofte",Individual,No preference
DK1656110160,Mads Charlotte Østergaard,"Kirkevej 83, 4400 Kalundborg",Individual,No preference
DK3499676025,Gitte Emil Olesen,"Dronningensgade 64, 7800 Skive",Individual,No preference
DK7216747850,Malene Anders Jørgensen,"Dalvej 49, 3400 Hillerød",Individual,No preference
DK9441870024,Christian Kasper Mathiesen,"Jernbanegade 78, 4000 Roskilde",Individual,No preference
DK5735817014,Stine Josephine Bech,"Højgade 135, 4700 Næstved",Individual,No preference
DK8970258559,Michael Kristensen,"Jernbanegade 41, 4000 Roskilde",Individual,No preference
DK3426665919,Charlotte Kasper Christiansen,"Søndergade 129, 2635 Ishøj",Individual,No preference
DK6364508651,Trine Peter Mortensen,"Tjørnevej 141, 8800 Viborg",Individual,No preference
DK7692685951,Kirsten Elisabeth Thomsen,"Engvej 103, 9000 Aalborg",Individual,No preference
DK2962601437,Karen Amalie Kristiansen,"Kongensgade 58, 2635 Ishøj",Individual,No preference
DK2984461015,Jesper Marianne Østergaard,"Slotsgade 36, 4700 Næstved",Individual,No preference
DK7820039405,Anna Louise Lauridsen,"Mosevej 97, 2750 Ballerup",Individual,No preference
DK3142452709,Henrik Lene Johansen,"Egevej 63, 9900 Frederikshavn",Individual,No preference
DK4243112846,Lene Caroline Lund,"Fyrrevej 12, 2620 Albertslund",Individual,No preference
DK3967280998,Camilla Oliver Sørensen,"Kløvervej 132, 8200 Aarhus N",Individual,No preference
DK3415641122,Jørgen Nissen,"Jernbanegade 144, 4000 Roskilde",Individual,No preference
DK5562653160,Jonas Theodor Danielsen,"Fyrrevej 115, 2635 Ishøj",Individual,No preference
DK2242397912,Maria Henrik Larsen,"Storegade 73, 7400 Herning",Individual,No preference
DK4463474778,Malene Nicolai Johansen,"Sct. Annagade 20, 2100 København Ø",Individual,No preference
DK4277085912,Frederik Mortensen,"Vestergade 35, 7500 Holstebro",Individual,No preference
DK8677325455,Lars Christine Olesen,"Industrivej 83, 2600 Glostrup",Individual,No preference
DK4417166028,Line Caroline Kjær,"Lupinvej 2, 6000 Kolding",Individual,No preference
DK5706948826,Pia Marie Villadsen,"Lillegade 44, 2670 Greve",Individual,No preference
DK1262880146,Søren Martin Thomsen,"Stationsvej 44, 6400 Sønderborg",Individual,No preference
DK6360966061,Jens Alexandra Andersen,"Algade 37, 8000 Aarhus C",Individual,No preference
DK1877434572,Trine Emilie Petersen,"Algade 83, 3520 Farum",Individual,No preference
DK3338085359,Kristian Pernille Svendsen,"Åvej 55, 4300 Holbæk",Individual,No preference
DK7586837861,Morten August Jacobsen,"Stationsvej 148, 2600 Glostrup",Individual,No preference
DK4522669381,Morten Berg,"Møllevej 59, 2820 Gentofte",Individual,No preference
DK5274679617,Susanne Nicolai Krogh,"Solsikkevej 111, 3660 Stenløse",Individual,No preference
DK2979958124,Pia Anne Friis,"Lillegade 5, 1500 København V",Individual,No preference
DK9022086330,Nicolai Krogh,"Dalvej 49, 8200 Aarhus N",Individual,No preference
DK9482499233,Camilla Emil Mogensen,"Platanvej 50, 3400 Hillerød",Individual,No preference
DK1187312532,Lone Pia Rasmussen,"Fyrrevej 57, 8000 Aarhus C",Individual,No preference
DK4842298310,Mikkel Kathrine Jespersen,"Lindevej 53, 3660 Stenløse",Individual,No preference
DK2297501345,Helle Anne Olesen,"Bellisvej 110, 6400 Sønderborg",Individual,No preference
DK5510235152,Tina Søren Ravn,"Fyrrevej 72, 2600 Glostrup",Individual,No preference
DK5971350322,Simon Alexandra Svendsen,"Vestergade 93, 3000 Helsingør",Individual,No preference
DK7693167380,Stine Oliver Hansen,"Klostervej 50, 2600 Glostrup",Individual,No preference
DK8445917190,Bente Lasse Lauridsen,"Ringvejen 119, 4300 Holbæk",Individual,No preference
DK9966732169,Hans Aksel Danielsen,"Hasselvej 126, 2800 Lyngby",Individual,No preference
DK5690636423,Susanne Nicolai Madsen,"Nørregade 107, 6000 Kolding",Individual,No preference
DK9404002665,Søren Louise Frederiksen,"Ringvejen 37, 8000 Aarhus C",Individual,No preference
DK1241730774,Charlotte Hansen,"Platanvej 107, 7800 Skive",Individual,No preference
DK6377401488,Malene Hanne Dalsgaard,"Brogade 76, 3400 Hillerød",Individual,No preference
DK9681301374,Malene Frederik Jensen,"Kirkevej 140, 3520 Farum",Individual,No preference
DK3656665437,Sara Helene Pedersen,"Dalvej 131, 2600 Glostrup",Individual,No preference
DK8684026200,Morten Rikke Thomsen,"Egevej 26, 4800 Nykøbing F",Individual,No preference
DK7277696931,Rikke Stine Mathiasen,"Kongensgade 1, 7500 Holstebro",Individual,No preference
DK5558971767,Michael Mette Lundgaard,"Bredgade 98, 3000 Helsingør",Individual,No preference
DK2908280434,Christina Simon Jespersen,"Nørregade 29, 8600 Silkeborg",Individual,No preference
DK3730256149,Anne Lone Søndergaard,"Højgade 79, 8800 Viborg",Individual,No preference
DK9499273982,Gitte Kristian Krogh,"Sct. Annagade 140, 3660 Stenløse",Individual,No preference
DK6692705133,Ida Lene Madsen,"Nørregade 36, 4600 Køge",Individual,No preference
DK8832777853,Christian Carl Nissen,"Ahornvej 18, 8000 Aarhus C",Individual,No preference
DK6265016831,Signe Victor Mogensen,"Adelgade 126, 2200 København N",Individual,No preference
DK5541726840,Ida Lars Vestergaard,"Jernbanegade 5, 4100 Ringsted",Individual,No preference
DK4864126433,Gitte Jens Nissen,"Lindevej 15, 4000 Roskilde",Individual,No preference
DK7664045502,Marianne Johanne Kjeldsen,"Lupinvej 112, 2100 København Ø",Individual,No preference
DK3197757742,Jens Hans Berg,"Jernbanegade 121, 5700 Svendborg",Individual,No preference
DK7367149900,Anders Emilie Villadsen,"Fasanvej 118, 5800 Nyborg",Individual,No preference
DK2430276094,Louise Bente Nissen,"Birkevej 102, 5700 Svendborg",Individual,No preference
DK2924568778,Thomas Tina Jeppesen,"Søndermarken 61, 4400 Kalundborg",Individual,No preference
DK5243233430,Christina Pia Clausen,"Rosenvej 89, 3400 Hillerød",Individual,No preference
DK9433047115,Ida Theodor Petersen,"Klostervej 115, 5000 Odense C",Individual,No preference
DK9954209433,Susanne Kasper Kjær,"Ahornvej 34, 5800 Nyborg",Individual,No preference
DK7557914291,Christian Charlotte Kristiansen,"Skolevej 6, 2100 København Ø",Individual,No preference
DK7029440590,Rikke Louise Kjeldsen,"Fyrrevej 84, 3660 Stenløse",Individual,No preference
DK6634526139,Christian Bente Iversen,"Torvet 7, 7500 Holstebro",Individual,No preference
DK7780922380,Christina Valdemar Berg,"Rosenvej 127, 4800 Nykøbing F",Individual,No preference
DK2514069522,Martin Nicolai Simonsen,"Mosevej 52, 2100 København Ø",Individual,No preference
DK5367559533,Mathias Camilla Olesen,"Sct. Annagade 105, 8200 Aarhus N",Individual,No preference
DK1469458367,Søren Mathias Olsen,"Ringvejen 98, 6400 Sønderborg",Individual,No preference
DK2141600678,Frederik Victor Kristiansen,"Torvet 18, 9000 Aalborg",Individual,No preference
DK3833339397,Louise Mathias Lauridsen,"Jasminvej 19, 8800 Viborg",Individual,No preference
DK4314250445,Jens Mathias Winther,"Granvej 4, 6400 Sønderborg",Individual,No preference
DK2386242699,Signe Martin Larsen,"Østergade 15, 6700 Esbjerg",Individual,No preference
DK3685585090,Simon Sofie Andersen,"Adelgade 106, 4200 Slagelse",Individual,No preference
DK5144768876,Søren Nicolai Frandsen,"Vestergade 4, 6000 Kolding",Individual,No preference
DK2306915575,Lone Jeppesen,"Bredgade 49, 4400 Kalundborg",Individual,No preference
DK4765153311,Lasse Josephine Jørgensen,"Nørremarksvej 76, 3520 Farum",Individual,No preference
DK9873472374,Signe Kathrine Christensen,"Hovedgaden 22, 4200 Slagelse",Individual,No preference
DK5231196084,Kristian Theodor Schmidt,"Højgade 93, 9000 Aalborg",Individual,No preference
DK9476076392,Hanne Oliver Andersen,"Kastanjevej 95, 7400 Herning",Individual,No preference
DK9146070829,Sara Charlotte Bech,"Stationsvej 86, 5800 Nyborg",Individual,No preference
DK7769973124,Marianne Elisabeth Jespersen,"Vestergade 18, 2670 Greve",Individual,No preference
DK2867430033,Rikke Anders Jespersen,"Lindevej 4, 8700 Horsens",Individual,No preference
DK9249923427,Mads Anna Lundgaard,"Lindevej 63, 2635 Ishøj",Individual,No preference
DK7973074025,Frederik Susanne Nissen,"Mosevej 42, 8700 Horsens",Individual,No preference
DK7505878523,Mathias Henrik Mathiesen,"Rosenvej 126, 3460 Birkerød",Individual,No preference
DK8991964239,Louise Hans Poulsen,"Nørremarksvej 10, 1500 København V",Individual,No preference
DK4909405966,Karen Søren Bjerregaard,"Skolevej 36, 6000 Kolding",Individual,No preference
DK1089022992,Anne Pia Andersen,"Brogade 27, 8600 Silkeborg",Individual,No preference
DK2643199628,Signe Tina Jeppesen,"Bredgade 42, 7500 Holstebro",Individual,No preference
DK8326844674,Kasper Jonas Lund,"Hovedgaden 17, 6400 Sønderborg",Individual,No preference
DK6225910491,Line Mette Christiansen,"Jernbanegade 128, 2620 Albertslund",Individual,No preference
DK1313186891,Louise Amalie Nielsen,"Mosevej 10, 2670 Greve",Individual,No preference
DK1517459082,Anne Magnus Kristiansen,"Kirkevej 139, 8600 Silkeborg",Individual,No preference
DK7422252188,Signe Frederikke Rasmussen,"Lærkevej 5, 3600 Frederikssund",Individual,No preference
DK5140322805,Lene Mathiesen,"Birkevej 52, 3400 Hillerød",Individual,No preference
DK6629594379,Stine Camilla Mathiesen,"Søndergade 19, 6000 Kolding",Individual,No preference
DK1726947767,Henrik Mette Jakobsen,"Kløvervej 147, 6100 Haderslev",Individual,No preference
DK7938649578,Trine Cecilie Berg,"Granvej 62, 2200 København N",Individual,No preference
DK2853798776,Susanne Rikke Lauridsen,"Søndergade 18, 3400 Hillerød",Individual,No preference
DK9154426785,Anna Mikkel Mikkelsen,"Storegade 130, 7500 Holstebro",Individual,No preference
DK9136155213,Maria Amalie Nielsen,"Åvej 104, 4800 Nykøbing F",Individual,No preference
DK4032531866,Signe Trine Holm,"Nørregade 107, 8000 Aarhus C",Individual,No preference
DK4357138100,Rikke Martin Jørgensen,"Bakkevej 64, 6400 Sønderborg",Individual,No preference
DK6211271919,Martin Hanne Frandsen,"Tjørnevej 127, 3000 Helsingør",Individual,No preference
DK5267251871,Gitte Victor Villadsen,"Jasminvej 33, 2200 København N",Individual,No preference
DK6248461126,Kasper Malene Nissen,"Bakkevej 25, 2635 Ishøj",Individual,No preference
DK1802753761,Mikkel Christian Olesen,"Lillegade 122, 4200 Slagelse",Individual,No preference
DK9741659629,Christian Peter Jørgensen,"Fasanvej 87, 7400 Herning",Individual,No preference
DK8069035955,Pernille Mathilde Mortensen,"Mosevej 66, 5700 Svendborg",Individual,No preference
DK5397157474,Hans Christian Lundgaard,"Bakkevej 86, 2600 Glostrup",Individual,No preference
DK5669299596,Gitte Camilla Rasmussen,"Dalvej 70, 4800 Nykøbing F",Individual,No preference
DK2802141793,Kristian Helene Mathiesen,"Højgade 128, 6100 Haderslev",Individual,No preference
DK5901981439,Marianne Marie Friis,"Jasminvej 136, 4600 Køge",Individual,No preference
DK4224296509,Jens Oscar Friis,"Elmevej 128, 2620 Albertslund",Individual,No preference
DK9496178673,Sara Emil Mathiasen,"Storegade 98, 3520 Farum",Individual,No preference
DK8593733652,Louise Marianne Damgaard,"Solsikkevej 14, 6700 Esbjerg",Individual,No preference
DK4364158150,Jørgen Louise Mogensen,"Brogade 98, 4700 Næstved",Individual,No preference
DK3516165957,Søren Gustav Mortensen,"Hasselvej 136, 7000 Fredericia",Individual,No preference
DK5391090337,Lene Erik Danielsen,"Dronningensgade 16, 6000 Kolding",Individual,No preference
DK4975575744,Signe Valdemar Kristiansen,"Lindevej 32, 4300 Holbæk",Individual,No preference
DK6682028080,Malene Frederik Sørensen,"Syrenvej 116, 8200 Aarhus N",Individual,No preference
DK7792391252,Lasse Helle Christiansen,"Tulipanvej 43, 2630 Taastrup",Individual,No preference
DK7200220223,Niels Emil Toft,"Tjørnevej 64, 2750 Ballerup",Individual,No preference
DK6242604762,Mette Kristian Pedersen,"Søndermarken 27, 8800 Viborg",Individual,No preference
DK1397731536,Julie Camilla Pedersen,"Lillegade 114, 4200 Slagelse",Individual,No preference
DK1143925622,Thomas Trine Bak,"Lindevej 126, 5700 Svendborg",Individual,No preference
DK3799054080,Michael Kristine Krogh,"Mosevej 33, 3660 Stenløse",Individual,No preference
DK1620377358,Henrik Magnus Toft,"Tulipanvej 127, 2635 Ishøj",Individual,No preference
DK3351236804,Jesper Kirsten Knudsen,"Bellisvej 44, 6000 Kolding",Individual,No preference
DK9006437492,Jørgen Anna Simonsen,"Egevej 12, 7400 Herning",Individual,No preference
DK6500182511,Tina Jesper Olesen,"Havnevej 75, 4100 Ringsted",Individual,No preference
DK5631660384,Gitte Line Jørgensen,"Søndermarken 134, 2820 Gentofte",Individual,No preference
DK8329506458,Ida Charlotte Simonsen,"Industrivej 118, 2820 Gentofte",Individual,No preference
DK3558850925,Bente Victoria Eriksen,"Elmevej 23, 3500 Værløse",Individual,No preference
DK2168041588,Hanne Jonas Kjeldsen,"Bakkevej 74, 7100 Vejle",Individual,No preference
DK4787892674,Martin Lone Lauritsen,"Skolevej 7, 2650 Hvidovre",Individual,No preference
DK8553175739,Jesper Cecilie Villadsen,"Egevej 96, 5800 Nyborg",Individual,No preference
DK4405560846,Mads Christine Vestergaard,"Havnevej 116, 8000 Aarhus C",Individual,No preference
DK4259564609,Bente Henrik Jespersen,"Kongensgade 79, 2620 Albertslund",Individual,No preference
DK4123994242,Christian Benedikte Andersen,"Tulipanvej 9, 8600 Silkeborg",Individual,No preference
DK4413598790,Sara Kasper Lauridsen,"Mosevej 19, 3500 Værløse",Individual,No preference
DK8714926942,Rasmus Anna Larsen,"Hasselvej 89, 4300 Holbæk",Individual,No preference
DK1983891158,Lone William Toft,"Lavgade 73, 3520 Farum",Individual,No preference
DK3085068274,Rasmus Frederikke Christiansen,"Kastanjevej 18, 3460 Birkerød",Individual,No preference
DK5923492457,Lone Henrik Holm,"Nørremarksvej 69, 6400 Sønderborg",Individual,No preference
DK9171872675,Emil Olesen,"Brogade 100, 2750 Ballerup",Individual,No preference
DK2135083646,Lasse Alexandra Iversen,"Tjørnevej 150, 6400 Sønderborg",Individual,No preference
DK6568409761,Ida Alexander Frederiksen,"Bellisvej 64, 2620 Albertslund",Individual,No preference
DK7061280172,Anders Villum Frandsen,"Søndermarken 31, 8600 Silkeborg",Individual,No preference
DK4641146413,Lene Jens Petersen,"Hasselvej 35, 7800 Skive",Individual,No preference
DK5439176290,Mathias Jesper Dalsgaard,"Tjørnevej 73, 2600 Glostrup",Individual,No preference
DK9503388855,Kristian Kirsten Jakobsen,"Møllevej 73, 2820 Gentofte",Individual,No preference
DK1782424812,Susanne Jørgen Jespersen,"Lærkevej 120, 3600 Frederikssund",Individual,No preference
DK3603958409,Lars Christina Frandsen,"Bakkevej 96, 6100 Haderslev",Individual,No preference
DK8603442566,Kristian Mikkel Kjær,"Hovedgaden 63, 3660 Stenløse",Individual,No preference
DK2377654453,Mikkel William Mathiasen,"Lindevej 32, 6000 Kolding",Individual,No preference
DK3738611918,Hans Tina Dalsgaard,"Skolevej 70, 2800 Lyngby",Individual,No preference
DK4820055862,Peter Frederikke Danielsen,"Stationsvej 29, 8800 Viborg",Individual,No preference
DK8825222689,Pernille Susanne Sørensen,"Hasselvej 12, 2200 København N",Individual,No preference
DK3078217542,Camilla Valdemar Madsen,"Jernbanegade 131, 7000 Fredericia",Individual,No preference
DK6997312145,Rikke Julie Simonsen,"Industrivej 45, 2750 Ballerup",Individual,No preference
DK4535780913,Susanne Valdemar Villadsen,"Lillegade 37, 7000 Fredericia",Individual,No preference
DK2149430711,Erik Emil Kjær,"Solsikkevej 2, 4300 Holbæk",Individual,No preference
DK8410324652,Mads Bente Mathiasen,"Skovvej 8, 4600 Køge",Individual,No preference
DK8134112721,Lasse Christian Hansen,"Slotsgade 147, 6700 Esbjerg",Individual,No preference
DK3951331472,Søren Pia Mortensen,"Lavgade 125, 7100 Vejle",Individual,No preference
DK9983362849,Anders Jørgen Jensen,"Slotsgade 47, 6100 Haderslev",Individual,No preference
DK1196196740,Pernille Rasmus Bak,"Hovedgaden 72, 3460 Birkerød",Individual,No preference
DK2182134112,Martin Caroline Laursen,"Lærkevej 40, 5800 Nyborg",Individual,No preference
DK1257367403,Andreas Julie Christiansen,"Nørremarksvej 147, 9000 Aalborg",Individual,No preference
DK8342622550,Bente Anne Krogh,"Slotsgade 134, 3400 Hillerød",Individual,No preference
DK6560682527,Jens Kirsten Mortensen,"Granvej 21, 8200 Aarhus N",Individual,No preference
DK8825588977,Christian Peter Olesen,"Fyrrevej 136, 6100 Haderslev",Individual,No preference
DK2184583646,Lene Pernille Laursen,"Solsikkevej 140, 2750 Ballerup",Individual,No preference
DK1122643545,Camilla Victoria Jensen,"Hovedgaden 14, 8800 Viborg",Individual,No preference
DK3374711080,Mathias Josephine Dalsgaard,"Højgade 77, 3520 Farum",Individual,No preference
DK3154291677,Frederik Oliver Larsen,"Tjørnevej 128, 4000 Roskilde",Individual,No preference
DK6233864644,Mathias Villum Frandsen,"Solsikkevej 53, 2200 København N",Individual,No preference
DK1213934655,Lasse Erik Lundgaard,"Søndergade 45, 5700 Svendborg",Individual,No preference
DK6161147047,Mikkel Signe Christiansen,"Tjørnevej 49, 9900 Frederikshavn",Individual,No preference
DK9923542410,Pernille Tina Jakobsen,"Havnevej 82, 5000 Odense C",Individual,No preference
DK1588097152,Sara Mette Pedersen,"Adelgade 2, 3660 Stenløse",Individual,No preference
DK4137988451,Erik Rasmus Kjeldsen,"Møllevej 50, 2800 Lyngby",Individual,No preference
DK5674583340,Charlotte Frederik Lundgaard,"Slotsgade 97, 3660 Stenløse",Individual,No preference
DK9999627377,Trine Gustav Berg,"Tulipanvej 135, 2820 Gentofte",Individual,No preference
DK3316533133,Karen Frederiksen,"Poppelvej 23, 6700 Esbjerg",Individual,No preference
